Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.256	-0.250730545169625	0.036	-0.265	102	0.664672587644659	0.999643617548245	loss	990.351	1183.706	1206.314	970.89	-0.315	-0.157	2
2	0	-	chr1	2408027	2408151	-0.281	-1.43766027500257	0.115	-0.25	124	0.579434555667628	0.999643617548245	loss	306.151	376.125	372.492	308.223	-0.452	-0.085	1
3	0	-	chr1	2409914	2410061	-0.479	-1.79514773161488	0.102	-0.518	147	0.544508093624313	0.999643617548245	loss	241.951	339.985	294.252	278.568	-0.614	-0.21	1
4	0	-	chr1	2411172	2411416	-0.314	-2.71923560222577	0.122	-0.328	244	0.61951416292245	0.999643617548245	loss	87.533	108.856	106.066	88.912	-0.632	-0.048	1
5	0	-	chr1	2411621	2411751	-0.504	-1.67380248856099	0.034	-0.502	130	0.523614695239453	0.999643617548245	loss	278.366	395.025	338.631	323.731	-0.569	-0.406	1
6	0	-	chr1	2415886	2416057	-0.62	-1.65993229825401	0.105	-0.649	171	0.475183122557197	0.999643617548245	loss	299.106	467.413	363.906	383.129	-0.759	-0.346	1
7	0	-	chr1	2418345	2418439	-0.445	-1.56617553821799	0.107	-0.488	94	0.532995480742081	0.999643617548245	loss	298.712	408.144	363.426	334.496	-0.594	-0.249	1
8	0	-	chr1	2418611	2418815	-0.32	-1.91332093282616	0.084	-0.321	204	0.595301186099743	0.999643617548245	loss	196.469	244.911	238.824	200.554	-0.484	-0.134	1
9	0	-	chr1	2419036	2419157	-0.35	-1.15630296419649	0.044	-0.355	121	0.517186020401786	0.999643617548245	loss	424.769	542.893	517.05	445.065	-0.429	-0.271	1
10	0	-	chr1	2420645	2420817	-0.51	-1.4345741427102	0.098	-0.531	172	0.485821580544483	0.999643617548245	loss	355.415	504.573	432.529	413.622	-0.666	-0.219	1
11	0	-	chr1	2421198	2421306	-0.253	-1.05496795680371	0.057	-0.238	108	0.552339121732644	0.999643617548245	loss	443.472	528.383	539.843	433.159	-0.455	-0.183	1
12	0	-	chr1	2422630	2422774	-0.166	-0.881794233393794	0.033	-0.16	144	0.575892511359434	0.999643617548245	loss	499.314	559.767	607.896	458.911	-0.236	-0.108	1
13	0	-	chr1	2426294	2426387	-0.535	-1.77672915819821	0.046	-0.533	93	0.524308264080161	0.999643617548245	loss	256.002	370.772	311.376	303.829	-0.622	-0.428	1
14	0	-	chr1	2426926	2427009	-0.617	-2.18509551033605	0.064	-0.641	83	0.53750733212947	0.999643617548245	loss	178.205	274.421	216.566	224.768	-0.711	-0.48	1
15	0	-	chr1	2428045	2428143	-0.064	-1.22513161435282	0.098	-0.035	98	0.63806189835766	0.999643617548245	loss	331.696	347.544	403.622	284.77	-0.262	0.085	1
16	0	-	chr1	2428266	2428449	-0.503	-1.72995724800209	0.075	-0.487	183	0.53024837653914	0.999643617548245	loss	264.437	371.64	321.656	304.542	-0.7	-0.338	1
17	0	-	chr1	2428940	2429048	-0.07	-1.71513025687312	0.129	-0.075	108	0.644908312123134	0.999643617548245	loss	204.5	214.651	248.611	175.723	-0.329	0.189	1
18	0	-	chr1	2429961	2430086	-0.634	-2.79441706166933	0.186	-0.697	125	0.569365396002854	0.999643617548245	loss	95.96	154.746	116.336	126.568	-0.903	-0.084	1
19	0	-	chr1	2430182	2430267	-0.494	-2.09740245196839	0.036	-0.498	85	0.562902372983805	0.999643617548245	loss	181.525	255.439	220.612	209.192	-0.56	-0.408	1
20	0	-	chr1	2430522	2430669	-0.253	-1.64809235367372	0.087	-0.258	147	0.600193773017196	0.999643617548245	loss	244.485	293.387	297.34	240.331	-0.395	-0.023	1
21	0	-	chr1	2431079	2431159	-0.345	-1.60683182920674	0.04	-0.349	80	0.57111282903512	0.999643617548245	loss	270.484	343.848	329.025	281.737	-0.415	-0.262	1
22	0	-	chr1	2433550	2433848	-0.313	-3.0595205076672	0.197	-0.292	298	0.625258442130938	0.999643617548245	loss	60.979	78.749	73.705	64.208	-0.641	0.066	1
23	0	-	chr1	2435360	2436652	-0.353	-3.0880271126772	0.29	-0.332	1290	0.620558496711721	0.999643617548245	loss	64.236	77.103	77.674	62.858	-1.916	0.154	1
24	0	-	chr1	3003428	3003530	-0.33	-0.59038087585902	0.099	-0.327	102	0.307411044392683	0.999643617548245	loss	740.386	927.628	901.686	760.763	-0.496	-0.12	2
25	0	-	chr1	4510054	4510156	-0.022	-0.402417618797719	0.029	-0.022	102	0.615886797112045	0.999643617548245	loss	733.902	745.9	893.784	611.645	-0.073	0.057	2
26	0	NPHP4	chr1	6011300	6011402	-0.208	-0.728357077082868	0.026	-0.208	102	0.517419507465266	0.999643617548245	loss	597.199	689.824	727.186	565.63	-0.258	-0.157	2
27	0	-	chr1	7503222	7503323	-0.35	-0.756169592325953	0.03	-0.356	101	0.380128291180324	0.999643617548245	loss	634.182	808.095	772.257	662.678	-0.408	-0.267	2
28	0	-	chr1	9032969	9033070	-0.217	-0.327182649786272	0.031	-0.216	101	0.571635862523753	0.999643617548245	loss	896.314	1041.271	1091.713	854.013	-0.282	-0.151	2
29	0	-	chr1	10517883	10517985	-0.311	-0.624080300393174	0.035	-0.317	102	0.334518349304831	0.999643617548245	loss	706.196	876.407	860.02	718.733	-0.398	-0.238	2
